player,perc_1st_serve,perc_1st_serve_points_won,perc_2nd_serve_points_won,perc_service_games_won,avg_aces__match,avg_double_faults_match,perc_1st_serve_return_points_won,perc_2nd_serve_return_points_won,perc_return_games_won,perc_break_points_converted_x,perc_break_points_converted_y,perc_break_points_saved,perc_tie_breaks_won,perc_deciding_sets_won,Score,Ranking
Adrian Mannarino,0.43023255813953487,0.872093023255814,1.6627906976744187,0.9418604651162791,1.9534883720930232,8.744186046511627,0.5116279069767442,1.3255813953488371,0.5697674418604651,0.19767441860465115,0.19767441860465115,0.6162790697674418,0.872093023255814,0.7558139534883721,2.7852000000000006,38
Mackenzie McDonald,0.4186046511627907,-0.4069767441860465,-0.26744186046511625,-0.29069767441860467,0.13953488372093023,8.965116279069768,0.12790697674418605,0.4069767441860465,0.37209302325581395,0.7209302325581395,0.7209302325581395,-0.12790697674418605,-0.1511627906976744,-0.7674418604651163,2.7846,39
Denis Shapovalov,0.313953488372093,0.8372093023255814,0.6976744186046512,0.8255813953488372,26.046511627906977,-22.74418604651163,0.29069767441860467,0.18604651162790697,0.19767441860465115,0.1511627906976744,0.1511627906976744,0.813953488372093,0.5813953488372093,0.5,2.7234000000000003,40
Cameron Norrie,1.1162790697674418,0.7558139534883721,0.5232558139534884,1.0232558139534884,-4.988372093023256,12.372093023255815,1.058139534883721,1.3837209302325582,1.6511627906976745,1.6744186046511629,1.6744186046511629,1.0,1.9069767441860466,2.6627906976744184,2.6082000000000005,41
Alejandro Tabilo,0.36046511627906974,-0.29069767441860467,-0.7558139534883721,-0.7325581395348837,6.313953488372093,-2.4651162790697674,1.058139534883721,0.8372093023255814,1.372093023255814,0.9767441860465116,0.9767441860465116,-0.7325581395348837,-0.5697674418604651,0.8488372093023255,2.603,42
Grigor Dimitrov,0.3953488372093023,0.8255813953488372,0.4883720930232558,0.686046511627907,2.4302325581395348,0.08139534883720931,0.5581395348837209,0.4186046511627907,0.4883720930232558,0.36046511627906974,0.36046511627906974,0.2441860465116279,-0.22093023255813954,1.069767441860465,2.5873999999999997,43
Botic van de Zandschulp,0.45348837209302323,0.5232558139534884,0.05813953488372093,0.26744186046511625,9.174418604651162,-10.755813953488373,0.7441860465116279,0.5813953488372093,0.7209302325581395,0.7906976744186046,0.7906976744186046,0.47674418604651164,0.8837209302325582,0.32558139534883723,2.5676,44
Ugo Humbert,0.4883720930232558,0.20930232558139536,0.3488372093023256,0.3023255813953488,0.19767441860465115,3.8488372093023258,0.313953488372093,0.13953488372093023,0.1511627906976744,0.18604651162790697,0.18604651162790697,0.18604651162790697,0.06976744186046512,-0.06976744186046512,2.4945999999999997,45
Jiri Lehecka,0.627906976744186,0.18604651162790697,0.36046511627906974,0.2558139534883721,-1.3837209302325582,4.27906976744186,0.2558139534883721,0.11627906976744186,0.2441860465116279,0.47674418604651164,0.47674418604651164,0.3953488372093023,0.9767441860465116,0.8604651162790697,2.3773999999999997,46
Miomir Kecmanovic,0.5697674418604651,0.3488372093023256,1.5116279069767442,0.6976744186046512,-14.395348837209303,17.546511627906977,0.9534883720930233,1.4651162790697674,1.372093023255814,0.9651162790697675,0.9651162790697675,0.7790697674418605,1.441860465116279,1.4534883720930232,2.3596000000000004,47
Pablo Carreno Busta,0.9534883720930233,0.09302325581395349,1.1511627906976745,0.7906976744186046,-12.848837209302326,13.63953488372093,0.43023255813953487,0.8372093023255814,0.7558139534883721,0.10465116279069768,0.10465116279069768,0.6511627906976745,1.0813953488372092,-0.11627906976744186,2.3534000000000006,48
Laslo Djere,0.23255813953488372,0.6511627906976745,0.18604651162790697,0.5813953488372093,5.174418604651163,-10.081395348837209,0.18604651162790697,0.13953488372093023,0.29069767441860467,0.627906976744186,0.627906976744186,0.6744186046511628,-2.4302325581395348,-0.7674418604651163,2.3384,49
Dominic Thiem,0.4418604651162791,0.10465116279069768,0.7441860465116279,0.22093023255813954,-11.651162790697674,7.616279069767442,0.46511627906976744,0.20930232558139536,0.06976744186046512,0.26744186046511625,0.26744186046511625,-0.1511627906976744,1.1395348837209303,0.8255813953488372,2.3228,50
Filip Krajinovic,0.5348837209302325,0.23255813953488372,0.6046511627906976,0.3372093023255814,-14.755813953488373,10.837209302325581,0.18604651162790697,0.5813953488372093,0.4418604651162791,0.9767441860465116,0.9767441860465116,0.4069767441860465,0.5813953488372093,1.197674418604651,2.2438000000000007,51
